Comment Thread #,Author Name,Comment Text,Like Count,Published Date,Total Reply Count
84,Study with me,Amen,0,10 months ago,0
84,Shruthi muthu,"@Robert E. but the situation is pretty much the same even inside the Asian countries. I'm an Indian who grew up in the middle East, but my friends who stayed in India, the 'non-immigrants', study much harder than I do.",0,9 months ago,0
84,Rambo Sweat,"@benja303 it really is a matter of perspective.  if what makes your life feel meaningful having attained close to mastery of your craft through hard work and study, a life of balance would make me miserable.",1,9 months ago,0
84,J T,needed this!,0,9 months ago,0
84,Mahboub Cheraqian,"I appreciate your working hard, but I think soft skills also are important. I see many Asians here in the U.S, their for ex: writing is better than average American. However, their communication skill is extremely terrible. (no offence). But I think it is awesome to have work-life balance. Entertainment and socializing is crucial for life. Wish you more luck.",0,9 months ago,0
84,dntneedchenle,i needed this :),1,9 months ago,0
84,Sruthi,Cynthia Le there’s much more stress in studies in Asia much more  we have parents writing letter to ministers and people breaking down and depression cause of the heavy load but we put in a lot a lot of effort,0,9 months ago,0
84,Pig’s Brain,"benja303 well, atleast she loves herself for working so hard...... you know deep down I knew I was good at studies I mean I was good at solving problems immediately at the class.... and I thought I was genius and so i needn’t study. My friends didn’t believe me of not studying.... but I actually didn’t and so at exams I always got an average score.....However they used to call me the genius one. recently I gave my final exam and my boasting got the better of me.... I fear I am not even gonna pass my chem exam. And now I hate myself..... nobody is a genius I am not... she is not and so she worked hard and earned everything important to her. She loved her existence because she had something to which belonged to none.",0,9 months ago,0
84,Renad Saad,Wow this seem depressing,0,9 months ago,0
84,Michael Soares,"Sorry bud, but while you were were studying I was making friends and having fun while still doing well in school.",0,9 months ago,0
84,Olivia Hall,"Truth is most Americans just don't know what they have and are lazy, they think being smart is something you're born with. It's so FALSE. Asian culture is a work hard to earn what you get. Most Americans want it handed to them on a silver plater. They think they deserve everything. They think it's a part of our freedoms and rights. It's not! Its all gotta be worked for. I say all this as an American. My generation really scares me honestly. They're all shifting responsibility and our country is gonna go to crap for it.",0,2 months ago,0
85,Kitty Dj Gamer,Great! I love this video so much! To be honest with you guys I got a lot of work done! Thank you so much The Strive Studies for taking the time to film this video.  -Gabby,1,9 months ago,0
86,Jen Love-Tillotson,"Dear Jamie L, I have just submitted my FINAL PAPER for my 2nd Master's Degree JUST NOW. I want you to know I sat with you almost every day for the past 2 years working through this process. You and your channel has helped me concentrate when I was fully distracted - as a full-time supervisor, parent, wife... I have recommended you and your channel to my own children and to other scholars/researchers. I sincerely and deeply THANK YOU for creating this great resource! You have absolutely NO IDEA what this has meant to me!",1,5 months ago,0
87,kim bok joo,"Me : i have to study with her
Also me : reading comments and watching her studying 👁️",0,1 week ago,0
88,"•Alan Potato,","Your cat :sleeps in the box
My cat:sleeps in my book qwq",0,2 months ago,0
89,Seth Kim,"Motivation is key guys! Put your books down and start reading!


stares blankly at the wall",896,1 year ago,6
89,AgarioGaming99,Put your books down and start reading???,25,1 year ago,0
89,watherby29,Motivation is for nothing. It requires constant effort. Drive and hunger is what you want. See https://www.youtube.com/watch?v=78I9dTB9vqM,1,1 year ago,0
89,StudyWithJosh,come check out my study video!,1,1 year ago,0
89,Leon Wilson,Literally everyone knows none of this shit is gonna get you anywhere in life lmao,2,1 year ago,0
89,SOURABH RAJPUT,"Please show some love on this real time studying video 
https://youtu.be/grda6elgVW0",0,1 year ago,0
89,Sinéad Boehme,but if i put my book down how will i read...,3,11 months ago,0
90,natsu happy,"I just graduated last year. I have spent days and nights listening to this kind of music, trying to work hard and achieving what's in my mind. Now, After 17 years of studying, I am proud of myself. It wasn't an easy path, it was full of struggles and hard times.",5,3 months ago,1
90,Ruby Pal,Right now feeling so depressed due to lot of studying and pending works just want to cry for being alone on this tough journey😩😩don't know when I'll finish my studies and get a job to live my life happily,0,2 months ago,0
91,The Productive Procrastination,"Who's with me, procrastinate all works by watching cutie catty slept carefully and closely...",2,1 month ago,0
92,xRay,Youtube algorithm suggests this video to me everyday at 9pm like clockwork. I see why it has so many views.,1,11 months ago,0
93,MESL 2000,Its been 12 minutes and I'm already for a break,1,3 months ago,0
94,Ishtiaque Hossain,Plot Twist: She is watching Anime.,0,8 months ago,0
95,Matias C,Instead of studying I’m just scrolling dow the comments,0,10 months ago,0
96,Imajjati Salma,"I'll do this twice a day for a month (med school exams prep). Pls show me sm support ♥️
Day 1: 
Day 2:
Day 3:",0,5 months ago,0
97,Constanza Iglesias,Desde que arranqué la carrera que uso este video para estudiar. Si me llego a recibir en dos años te voy a dedicar mi licenciatura entera jajajaja,0,1 year ago,0
98,Rooster Call 77,"i'm very eager to go back to school and continue  my education and take it to another level. However, i always have issues when it comes to sitting down and studying at first, then sitting for longer periods whilst  remaining focused. let me try this as I have a good feeling it will work!",2,3 months ago,0
99,Anjali Rathore,So not a single person gonna talk about how cool her laptop stand is. Like it is a good angle so that it doesn't hurt her neck while studying and looks cool too !,6,2 months ago,2
99,StudyWithShreyality,"yes girl, I am up for talking about it!",0,1 month ago,0
99,StudyWithShreyality,Small Youtuber here by the way!,0,1 month ago,0
100,MA Asl,When the  « study with me » is actually  « procrastinate and  watch me study »,4,1 year ago,0
101,faltu video channel,who is come from ssg coaching 😂,1,3 months ago,0
102,lovedivasong,"Ok so It's the first time I have tried this and I have discovered some things about myself:
1. I get very distracted which means I loose a lot of time and take longer to finish basically any task.
2. I do not need lots of time to finish my homework. I can finish earlier than I thought I would (and I mean HOURS of time saved).",868,1 year ago,5
102,hiba belg,exactly,2,8 months ago,0
102,darcy Zermiani,".
m",1,7 months ago,0
102,Sandra Vasquez,that's why studying or doing exercise with other people is better because it keeps you motivated,4,7 months ago,0
102,Eunoiaa,It’s crazy how distracted I can get. Like a little dot on the ceiling will be able to distract me for about 5 min and soon everything will. That’s when Ik it’s time for me to take a break. Which is also why I love the 3 minute breaks because I discovered that I can’t sit and do work for 5 hrs straight and then take a 5hr long break. It doesn’t work well for me😅,3,7 months ago,0
102,Nina Huang,Here I am getting distracted when I’m supposed to be studying 🤭,1,4 months ago,0
103,Mary Haleney,"her: studying
me: twerking to the song",3,3 weeks ago,2
103,Erin V.,ayoooo,0,2 weeks ago,0
103,Perfect Pitch,Copied Bruv.,0,1 week ago,0
104,Light Yagami,Where my fellow nerds at,1,9 months ago,0
105,fijonamijau,why am I the person who studies and not the cat,1,4 months ago (edited),0
106,Sedef Erol,I haven’t even finished this video and its been 4 hours lol,1,1 month ago,0
107,peachyytea,"i have a chemistry exam soon, this video is a life saver!!!",1,1 week ago,2
107,Dallel Be,Good luck!,0,1 week ago,0
107,peachyytea,@Dallel Be thanks :D it went pretty well although i wont get results until january,0,3 days ago,0
108,roblox. pink_,this actually helped me a lot while writing my 5 page essay. thanks.,1,5 days ago,0
109,Rosanne Henderson,She's the real-life lofi hip hop girl,0,1 week ago,0
110,Steeven H. Barrientos C.,"I wanted to study but I ended up in love, it's not fair.",0,3 months ago,0
111,Property Blog Malaga,"3,623,453 views. 2,200 Comments. someone isn't studying XD. Glad I have gone past that study stage of life.....Enjoy guys.",0,1 year ago (edited),0
112,Tommy Ling,I don't know how she stays composed throughout the video while studying cuz i always either pick my face or make weird facial expressions unconsciously all the time...,0,3 months ago,0
113,Jaja Tadlip,my brain is working AHAHAHAHAHAHAHA tysm,1,1 month ago,0
114,Samanta Santos,"Toy solita cuando estudio y nadamás ando buscando canales así, estoy estudiando psicología y neurociencias espero esforzarme lo suficiente para el otro año estudiar mi segunda carrera en bioquímica, volveré en 1 año:D",0,3 weeks ago,0
115,arcticizza12,There is always therapy for the most weirdest things on the Internet.,0,4 months ago,0
116,Relaxed Things,"Right now, there are people all over the world who are just like you. They're either lonely, they're missing somebody, they're depressed, they're hurt, they're scarred from the past, they're having personal issues no one knows about, they have secrets you wouldn't believe. They wish, they dream and they hope. And right now, they are sitting here reading these words, and I'm writing this for you so you dont feel alone anymore. Always remember, don't be depressed about the past, don't worry about the future, and just focus on today. If today's not so great don't worry! Tomorrow's a new chance. If you are reading this, be sure to share this around to make others feel better. Have a nice day. :)We are waiting for you on our channel💕",0,2 months ago,0
117,Sathvika Sivakumar,She's the actual lofi hip hop girl with the cat,0,9 months ago,0
118,Myanh Do,I'm doing my graduation thesis. Thank you for being with me today. 2May,1,6 months ago,0
119,rebecca elizabeth,"Checks timer after an hour of studying 
it's only been 10 minutes
UGH D:",1.9K,3 years ago,5
119,Tabitha Qualls,XD,1,2 years ago,0
119,Creole Natchitoches,lol,1,2 years ago,0
119,Nuno Mateus,"Tha'ts good, that means that you studied 1 hour in 10 minutes, you're ahead of them! hehe",48,2 years ago,0
119,Vanorah,"For me it was the opposite, i was so positive to do this pomodoro technique that I actually forgot I put a timer and when I checked it I had studied for 41 minutes, while it felt like 20min. lol",23,2 years ago,0
119,Fetus On Steroids,So is your timer wrong?,0,11 months ago,0
120,Suma MB,"i don't like to study,i like watching other people study",0,2 months ago,0
121,Jimbo,who could have thought the lofi girl turns into a real person,0,3 months ago,0
122,Yakke souba,GOD IS GREAT.. I still remember watching these videos last year and study hard now that I have graduated i just came here to tell every student that you will pass and everything will go smooth.,1,10 months ago,0
123,eskimo,"0:05 
she is: studying
i am: studying",0,2 months ago (edited),0
124,Gaming Queen,While listening to this i finished 2 of my religion moduols And finished a song ive been working on for almost a  month.,2,4 months ago,0
125,Derek Wheeler,So at 35 minutes I got really worried like there was about to be some drama in my math book.  Then I realized it's just the music tricking me.,0,2 months ago,0
126,Zikrurrahman Edi,One of the best feeling in the world is when you forget everything and you just learn over time but you dont feel any better yet you just craving more and more and more.,0,2 months ago,0
127,Jay Speakman,I think that watching you study for 37 seconds has raised my IQ 10 points.,2,2 months ago,0
128,Khouloud Dlaili,"I'm an engineering student ,a week ago I wasn't motivated at all , not wanting to study or prepare for my final exams , then I found your channel 
Thank you for saving me <3 ",2.2K,2 years ago,21
128,TheStrive Studies,good luck on your finals!!,29,2 years ago,0
128,Hải Phạm,Girls with egineering things. Love it,10,2 years ago,0
128,William Koch,"It is odd that this actually works, isn't it? Good luck Dlaili and everyone else that is working hard to overcome procrastination. That cute little kitty will grow up to annoy the heck out of you at times...",9,2 years ago,0
128,Keita Marislo,"As a fellow engineer, studying 1 month before final works perfectly every sem, unless there is some Advanced mathematics subject in your sem, for that you got to practice a few hours every week. GL",7,2 years ago,0
128,Being Happy,i agree!,0,2 years ago,0
128,greg austin,"Keita Marislo What is your strategy when it comes to multi tasking (reading and solving)  ?? we have a lot of subjects in engineering . I study 4-10 hrs a day, I can only manage 1-3 subjects ex. Strength,Thermo & EE.As a result my other subjects are suffering.",4,2 years ago,0
128,Keita Marislo,"I am CSE grad, completed in 2014. I had advanced math in my 1st sem (total 8 sems - 4 years course), and then i think in my 3rd sem; those were the only times i gave few hours weekly to practice. Rest of the subjects were not as hard that they would demand more than a month all together, usually it was 5-6 subjects in each sem, 1-2 labs. Of course not counting the time i was coding but i think its not studying. DBMS, µ-processors, algo, warehousing , C/Java/PHP, communications were some of the subjects i remember. ",2,2 years ago,0
128,Jordan 33,Daily Dlaili did you pass,3,2 years ago,0
128,Khouloud Dlaili,yess :D @Jordan33,4,2 years ago,0
128,Akash Bararia,"8 brain hack tips to improve your learning capacity, Concentration & Memory For Students
https://youtu.be/0y7KoXZwdQg",0,2 years ago,0
128,Roua Bettaieb,Daily Dlaili  I'm tunisian too 💟💟😍,0,2 years ago,0
128,كل شيء عن كوريا,Daily Dlaili انت تونسية,0,2 years ago,0
128,Fatima Ben,Same here! I will do this!,0,2 years ago,0
128,San Dias,same here. ..I was totally given up on studies. .. but this channel saved me,0,2 years ago,0
128,ranya ran,"From tunisia too ❤
Best of luck for allll❤🇹🇳🇹🇳🇹🇳🇹🇳🇹🇳",0,2 years ago,0
128,Dr. Upper90,Daily Dlaili hey I'm from Tunisia but study in America,0,2 years ago,0
128,Amitesh Raj,@Khouloud Dlaili from which branch you are....i am from electrical department,0,2 years ago,0
128,Ndim Umnini,"What,Sound engineering?",0,2 years ago,0
128,moeed mughal,what is your name mean dont mined,0,2 years ago,0
128,rania gasmi,"Tunisian squad .. I'm here to study 
Raby m3akom ness lkol 💪",1,1 year ago,0
128,Deon Jeco,Thanks from pharmacist Hahaha,0,1 year ago,0
129,Kamran Ali,"Came here to study, ended up reading the comments and relaxing listening to the music.",0,3 months ago,0
130,Nathasya Pramudya Wijayanto,"OMG this is my first time studying for 2 hours 32 minutes without stopping, I can't believe this !!!!!!",1,1 year ago,0
131,Stephanie,i did not even realize i was studying for 5 hours lol,0,3 weeks ago,0
132,varp,That cat is such a lovely treat to see during the break. Adorable.,10,1 year ago,0
133,Persona Non Grata,Who's working to exams and drinking coffee like water like i do?,256,3 years ago,8
133,Nighat Hilal,daisiesaremyid  me ✋✋,1,2 years ago,0
133,Lean dra,ME! Hahahaha,2,2 years ago,0
133,Andrea Kaylah,This is barely the first week of the term and i am already doing this hahaha,0,2 years ago,0
133,My-Crazy- Fantastic-Fanatic,I don't even drink water 😂 #KangarooRatLife,3,2 years ago,0
133,Swirling Vortex of Entropy,"Garden Of Hope I wouldn't do that, you excited your nervous system so much makes concentrating difficult. - from a recovering caffiene addict :)",2,2 years ago,0
133,F A,"honey im drinking monster like water as we speak,im in that point of despair :')",0,2 years ago,0
133,Malu,_Life_is_Awesome ! I do that and actually drinking it makes me excited enough to be productive,0,2 years ago,0
133,Aazad Ahmad,Garden Of Hope  I can live Without water but can't without Coffee🙃🙃,1,2 years ago,0
134,Firman Nugraha,"Njir ada yang beginian rupanya, yg nonton orang orang luar pula.

Happy study guys!",1,3 months ago,0
135,CnBlu,"I'm so amazed to have found this! The video and all the comments from people studying are helping me stay motivated and keep my concentration. Anyone else having a tough time studying from home during Covid-19? So thankful to be healthy and safe! But social distancing is hard, I benefit hugely from peer support/pressure when it comes to studying :)",0,6 months ago,0
136,Rabia Kulaksiz,I hope I'm not the only one who is constantly checking if she's not gone because she don't want to study or something. Or are you guys all normal? (or i do have trust issues lol),0,2 weeks ago,0
137,rozalin ramu,"Wnen I study, i would usually get distracted very easily. But when i study with you i am able to finish revising so many things in a day. Thank you for that",6,2 months ago,1
137,Polaris Lee,https://youtu.be/5nWi3hBClx4. This is my first video ı hope you like it 🥺🤗☺️,0,2 weeks ago,0
138,Saki Miakoto,I keep skipping the pomodoro times lololol Could you make a small ding sound every time please?? It would help inmensely <3,498,1 year ago,5
138,Mea L,"same, i'm only using one gadget so i only listen to her vids while studying, I can't tell where to stop",17,8 months ago,0
138,Tatiane Freitas,"Yes, I missed that too. It would be great if there was a sound indicating the end of a pomodoro. But overall it is a very good video! Thanks for that!",14,7 months ago,0
138,Jana Earls,"I also missed the break times, too!",8,7 months ago,0
138,Arv Vee,"Yes, that's my only beef as well. I don't actually watch the clock during the work sessions. It's a drag to look up and realize that I've not only missed the end of the 25 minutes, I've also missed most of the break!",5,5 months ago,0
138,Pamela Fitzsimons,Maybe if you put an alarm for 25 minutes later that might help? I have the same issue too :),2,2 months ago,0
139,Keith Katane,1:09:50 - The pianist enters our names into the Death Note.,0,3 weeks ago,0
140,Pragyan Barik,"I'm a NEET 2020 aspirant, an exam conducted every year to get admission into MBBS seat. When I study with uu  I really get motivated to study more. Love from INDIA",0,6 months ago,0
141,Farhanah Afiqah,"I'm not that easily distracted, I just need a company for me to study during this quarantine. All my friends are far far away, they're all from different states :(",1,5 months ago,1
141,Experimental k,Maybe you can study with me I upload study with me videos too :),0,5 months ago,0
142,Sarah F.,Struggling to study while cooped up at home during the pandemic. Don't think I would be able to focus on finals without this video! Thanks!,1,7 months ago,1
142,karla g,Sarah F. me too its hard to focus,0,7 months ago,0
143,Rusty Pistol,Imagine how all the events in your life led you to be here   to this moment. Now put the phone down and study. One page at a time. You got this 💪👊👍,507,1 year ago,10
143,私と一緒に勉強する -Study with me,THANK YOU FOR SHARING,8,1 year ago,0
143,Sarah,Thank you 😊,6,1 year ago,0
143,White Coat Vlogs,"<3 One page at a time, very motivational :)",6,1 year ago,0
143,Hiba Zoubairi,Thank you so much,2,1 year ago,0
143,the lego you stepped on.,Thank you.,0,10 months ago,0
143,apocalypse kindness gurl,Oh shit,1,10 months ago,0
143,Vee,Thankyou,1,7 months ago,0
143,Meagan Ashlyn,thank you so much for this!!💓,1,6 months ago,0
143,Priyanshi Gupta,such an inspiring message. :),1,4 months ago,0
143,Veiongo Taulani,Needed that. Thank you :),0,3 months ago,0
144,Kim Anei,"I am a wife and mother of 5 and I discovered you about 2 years ago I studied with you getting my LVN ,now I'm back again studying for my RN.Your vids are so peaceful and helps me to stay off of my phone and FOCUS!!!God bless you",0,5 months ago,0
145,Demia Simmons,I struggle hardcore with studying. All my friends have graduated before me . And im a online school girl lol so i have no one to study with. This girl helps me so much and is hosnestly a life saver!!,0,6 months ago,0
146,Naomi Bambo,so my 3-5 minute break became a 2 hour one.....,0,2 months ago,0
147,Kaushik Donthi,"I am unbelievably thankful for this video; it is so nice to have someone studying ""next to you"" to keep pushing you to go on. I knew that someone on youtube must have something like this!",0,2 weeks ago,0
148,Bhoytan,"Her: Calmly studies all the material
me: ""Oh no if I don't finish this subject until the 25 mins are over I will die!""",591,1 year ago,11
148,Victoria Yang,The most relatable comment ever,19,1 year ago,0
148,Irah Ballesteros,Truuuuuue,2,1 year ago,0
148,Rexo,ME RN LOL,1,11 months ago,0
148,rb2,@Rexo wow u replied 30 seconds ago,2,11 months ago,0
148,Anita M,😂😂😂,1,10 months ago,0
148,Iliana Da Rosa,My boyfriend just ask me why i was laughing...,2,9 months ago,0
148,Diya Kaliyambath,this made me smile while i was stressed. Thank you:),1,4 months ago,0
148,Bhoytan,@Diya Kaliyambath <3,0,4 months ago,0
148,The Milk Man,So I’ve died 3918 times?,2,3 months ago,0
148,Arushi Singh,"ahahha, you should probably try breaking up the material into chunks that you can finish in 25 minutes.",1,3 months ago,0
148,The Milk Man,Arushi Singh yeah that seems like a good idea lol,0,3 months ago,0
149,Nuha Osman,but why is no one talking about her kitty? sooo cute!,1,10 months ago,0
150,N. B.,my side profile could never..,1,7 months ago,0
151,Hidayah Zahari,studying is sooo hard im gonna cryyyyy,8,5 months ago,2
151,Samrah M,Hi x I done a study with me on my channel and would appreciate if you checked it out x subscribe for more lifestyle and gcse content,0,5 months ago,0
151,Polaris Lee,https://youtu.be/5nWi3hBClx4. This is my first video ı hope you like it 🥺🤗☺️,0,2 weeks ago,0
152,Ignite,"cant believe im studying with my crush!
 i cant even focus at reading a sentence without looking at my screen!",0,3 months ago,0
153,kristie kae,came to study stayed for cat,492,3 years ago,0
154,Tae Hari Bangtan army,She is like a character in ages of youth,3,3 months ago,0
155,Dayananda Sanjenbam,Guys i m appearing my final year exam this month please pray for me i m also working my best<3,0,2 months ago,0
156,usernature,Le me after finishing studies like 6 years back and now realizing that this kind of things exist. Lmao,0,3 months ago,0
157,Yasmin Abushkhaidem,"I got rid of all distractions and played the video to study
One minute later: Checking comments for some distraction",0,3 months ago,0
158,Via,I completed my master's thesis with this! Thank you for making this kind of content.,1,3 months ago,0
159,Emma Marie,"I was a bit of a struggling student and I could never focus on studying until I found this video. I was so focused I didn't even know that I had finished all my assignments and studied for 2 hours. With that being said, thank you.",2,2 months ago,1
159,Adeniyi Salami,"I love this channel so much. It has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
160,Sofia Levy,Usually I can hardly concentrate 20 mins but because of her I able to concentrate for hours thanks,0,4 months ago,0
161,Zenab Naaz,"well well well, 
guess who watched a couple of friends episodes and slept then woke  up the next morning in the 5-minute break",0,2 months ago,0
162,Anne Azrn,I was shoooooooocked! Istg I thought it was me in the video from the thumbnail until it dawned upon me that I don't even do videos. omgggg,1,3 months ago,0
163,Edgar Arenas,Pomodoro means tomato 🍅 in Italian.,1,1 year ago,0
164,Tom Vyhnak,I am a highscool student in Israel and I thank you for making this video I watched it a lot of times and it is helping me succeed in the big test before graduation. And the best part is that you helped me stop being such a couch-potatoe after I watch you studying like this it is motivating me to study and I am very greatfuel to study with you.,1,10 months ago (edited),0
165,بنوو التميمي,"I am an Arab girl, I do not know English only a little, but I study with you and I love the music that you put so my exam after five days and it will last for 9/21 and if my scores are 97/100  I will a doctor and this is my life dream, I just love to thank you.  With good luck ♥️♥️.",0,3 months ago,0
166,Alexandre Goes,"Sometimes, when I prepare my classes, I like to search for different motivational phrases to encourage them. Last weekend I found two that, to me, were the most interesting ones. And here I share them to those who are struggiling with studies:
""If it is important to you, you'll find a way. If not, you'll find an excuse."" (In other words, make it important. Find a way for it to be important.)",237,2 years ago,1
166,Carol newme,Thank you 💗,1,1 year ago,0
167,Norman Law 羅汶,HI everyone:) I wish all of you a productive day whenever you see this comment! God Bless^^ <3,0,8 months ago,0
168,yay it's me,Youtube is trying to get me to study by putting this in my recommendations,1,3 months ago,0
169,septy,"your cat is really smart because i've 2 cats and when they see my studying notes they go crazy and attack me lol 
and thank you so much for this video, i usually feel alone when i study but it felt like i have a friend with me when i study this time.",1,1 year ago,0
170,Andrea Plascencia,"I studied for 2 hours straight onto my next video, this has been helpful so much!!",1,1 year ago,0
171,Teenahs Lounge,"I have radiology exams tomorrow and was about going to bed, then I saw this video. That's extra 2 hours 30 minutes of studying for me. Thank you Jamie",827,3 years ago,1
171,Meko emomori,Teenahs Lounge that commet motovated me so much..it is bed time..i see this video and then this comment!,13,2 years ago,0
172,sujood mahajne,"In the last month I did 4 exams I succeeded in 3 of them and want to do 2 one more time. plus I have 4 more exams, I wish I could finish all of these exams with a high grades, I’m tired depressed, I miss my family my fiancé my friends didn’t see them for month and wont see them till I pass all of mu exams.. miles and miles between us..I will edit my comment when I finish with my grades",0,4 months ago (edited),0
173,Kala Shrestha,This is the third time I've studied with you today. Got exams tomorrow. Thank you Jamie <3,1,10 months ago,1
173,StudyWithShreyality,9 months later... ,0,1 month ago,0
174,Ravi Maurya,"She is studying from notes, I study from previous year papers😂😂",1,1 year ago,0
175,E. Nomin,"Normally, I feel more motivated and encouraged to study more in the library, but now she encouraging me even when I am home alone! Thank you :))",1,7 months ago,0
176,the light,يارب مثل هاليوم السنه الجايه اكون طبيبه,1,7 months ago,0
177,Craygus,"I think what I love the most about this, is you don’t have to feel like you are studying in isolation.",1,1 year ago,0
178,Ali Tha master,"My graduate last year was 94% and U wanted to be at the top of my class And I did it ,thank you thanka you thank you thank ,I can’t stop thanking you until the rest of my life I really thank you a lot for that video",0,10 months ago,0
179,Elena,Anyone else loves the cat going into the box,0,1 year ago,0
180,alias,It would be great if you could have some kind of bell or something at the end of every session because usually you're not looking at the timer on the screen,320,3 years ago,5
180,C9596,"yeah dat wud be helpful, and also if the 5 min break is also there in the video it wud b awesome, coz when i pause the video i take a break wayyy longer than 5 min. :/",64,2 years ago,0
180,sorry can'thelpit,Chamaldi De Silva true😂,3,2 years ago,0
180,person peace,rip english,5,2 years ago,0
180,FireBow,"Yeah, I was so busy that when I checked, I'd already done two sessions and was halfway through the third",12,2 years ago,0
180,Pretty Much,Yes plssss,0,2 years ago,0
181,Matthew Irvin,This is an awesome antidote to my ADHD. You are the inspiration for Study Girl. You should make your own line of merch.,0,2 months ago,0
182,oh ok,some of this music is really menacing and is urging me to study,0,3 months ago,0
183,Molly Davies,"As someone with ADHD, I really find it hard to sit down and study. I have about a billion things going on in my head XD. But since it is my GSCE's I really needed to study, and this video helped me big time! The music in the background helps my brain stay focus and I can listen to that and study. Most study ones I have seen don't have music, also taking breaks and the timer helps me focus and think about the task I am on not what is for dinner or lunch. Thank you so much!!! <3",0,6 days ago,0
184,They call me WASS,thanks for helping me using my max IQ,1,10 months ago,0
185,The Awkward Curry Pot,"Why am I watching thia at 2 am in the morning..
I'm not even studying.",0,5 months ago,0
186,Mr. Spock,"Man I miss co-working at Starbucks, looks like this is the next best thing.",0,4 weeks ago,0
187,K. V.,"in a weird millenial way, i might just have found the thing to break my procrastination cycle <3",1,1 year ago,0
188,Daniel Brazell,I wrote a whole religion paper listening to this,3,2 months ago,0
189,little noone,"Now with the corona virus,I can't study in public libraries,I have to study home so YOU ROCK <3",0,9 months ago,0
190,Ines Ben Abbes,whenever i sit down on my desk to study my cat comes and gets comfortable on my lap . he sleeps there as if telling me to stay put and focus XD I LOVE him.,2,7 months ago,0
191,Cuddly Boo,"Everyone is saying study with me
Nobody says stay with me :"")",0,2 months ago,1
191,Adeniyi Salami,"This channel is incredible and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
192,linda matowo,"I just wanted to thank you for helping me study with the pomodoro method, I was the best in my International Finance class.",1,1 year ago,0
193,Nima S,she's probably just surfing facebook,103,2 years ago,3
193,Ryan Smith,Nima Sharifai She's not like us🤣,39,2 years ago,0
193,Shashoo Ja,Ayaan khan   exactly,6,1 year ago,0
193,【ᴅᴀss】,lmao,5,1 year ago,0
194,Ana Cristina Sncheza,"Ok first, I need a cat.",0,3 months ago,0
195,Sunflower Shine,I’m focused  on the cat curling up in his box immediately lol.  😂😂😂😍😍😍,2,1 year ago,0
196,Dunarcarn,"Thanks, during this Covid-19 pandemic, I'm really missing studying with my friends, so this REALLY helps! I'm an econ, global studies (international relations) major with aminor in geography so its allot of reading, and it becomes soo easy to lose focus",7,2 months ago,0
197,Allison O,me taking my 3-5 min break.... coming back 2 hrs later :/,0,3 weeks ago,0
198,Gabriela Sofia,This actually really works. I am happy to realize the existence of hard-working students out there. It makes me feel less lonely in my studies.,0,2 months ago,0
199,spanky sauce,I could never spend an hour on studying,0,1 year ago,0
200,Dance Queen,"You literally helped me be more productive today, than in the last 2 weeks. This video is Godsent. I work best when studying with others...don't have too many friends at the moment...so this really helped fill that gap. Thank you. If there is somewhere I may donate to you, please let me know. ~blessings",1,1 year ago,0
201,yumekostitties,Oh my god this is actually so helpful i don’t know what i would’ve been doing without you! I have a lot of things to study and i am really stressed right now because i feel like i don’t have enough time to study everything. Well thanks to youtube this video came up in my recommendations and i am really grateful for it. Finally youtube is doing its job! I currently finished the third pomodora and i learned 3 pages for geography🥺 i know it might not be much right now but i know those 3 pages that i studied really well and that matters.,1,1 year ago,0
202,ggeuk __,"its 2020 and i still watch this video every time it gets hard for me to study
i hope youre doing well <3",2,5 months ago,0
203,X. Lobos,"El comentario en español que faltaba.
Gracias por ayudarme a estudiar, buen metodo !",0,2 months ago,0
204,Ace of Maya,Thank u for adding music too! I cant study without music haha,1,6 months ago,0
205,M A R Y,I'am supposed to study but here I am watching you while studying .,0,2 months ago,0
206,Swirling Vortex of Entropy,"First time in my life - studied for 2.5 hrs, and didn't even complain due to the built in breaks. This is so awesome!!! 
Thanks for the video, I'll be using this every day!",244,2 years ago,8
206,Swirling Vortex of Entropy,"Day 2! I normally study on my bed, bought a table and chair now ""."" What is that lamp, looks really nice!",10,2 years ago,0
206,Swirling Vortex of Entropy,"Day 3! No items arrived yet, buying 2 sweaters now ::)",7,2 years ago,0
206,Swirling Vortex of Entropy,Day 4!,6,2 years ago,0
206,Swirling Vortex of Entropy,Day 5,6,2 years ago,0
206,Swirling Vortex of Entropy,6,7,2 years ago,0
206,lovely youngho,aww you are so sweet,1,2 years ago,0
206,hxneybee,@Swirling Vortex of Entropy why u stopped,3,2 years ago,0
206,Rebecca Hong,_Life_is_Awesome ! I like this idea of coming back and I just wanted to say that and maybe I’ll do it too haha,1,2 years ago,0
207,vendetta ENT.,"College: study for all those hours, pass exam, get degree.... and pay school debt 😒",1,2 months ago,0
208,Aaron Warner,Guys pray for me iam going to uni after four year break hope i will be doing well,0,3 months ago,0
209,Charles Filion,That cat is living the life I wish I could live. I just want to sleeeeeep!,0,6 months ago,0
